+   eth0 IPv4 HP Officejet Pro 6830 [9C16D5]                _scanner._tcp        local
+   eth0 IPv4 HP LaserJet M1536dnf MFP (6DB38D)             _scanner._tcp        local
+   eth0 IPv4 HP LaserJet pro M1536dnf MFP (CE538A)         _scanner._tcp        local
+   eth0 IPv4 HP LaserJet M1536dnf MFP (F349E0)             _scanner._tcp        local
+   eth0 IPv6 Aysar___s MacBook Pro                         _atc._tcp            local
+   eth0 IPv4 Aysar___s MacBook Pro                         _atc._tcp            local
+   eth0 IPv6 328326628                                     _teamviewer._tcp     local
+   eth0 IPv4 962653954                                     _teamviewer._tcp     local
+   eth0 IPv4 497741171                                     _teamviewer._tcp     local
+   eth0 IPv4 449738731                                     _teamviewer._tcp     local
+   eth0 IPv4 721997251                                     _teamviewer._tcp     local
+   eth0 IPv4 391349228                                     _teamviewer._tcp     local
+   eth0 IPv4 210145832                                     _teamviewer._tcp     local
+   eth0 IPv4 122714168                                     _teamviewer._tcp     local
+   eth0 IPv4 119050516                                     _teamviewer._tcp     local
+   eth0 IPv4 625922364                                     _teamviewer._tcp     local
+   eth0 IPv4 635007318                                     _teamviewer._tcp     local
+   eth0 IPv4 507013310                                     _teamviewer._tcp     local
+   eth0 IPv4 866915332                                     _teamviewer._tcp     local
+   eth0 IPv4 771521999                                     _teamviewer._tcp     local
+   eth0 IPv4 281780006                                     _teamviewer._tcp     local
+   eth0 IPv4 329751602                                     _teamviewer._tcp     local
+   eth0 IPv6 5916                                          _keepalive._dns-sd._udp local
+   eth0 IPv4 5916                                          _keepalive._dns-sd._udp local
+   eth0 IPv6 HP LaserJet M1536dnf MFP (6DB38D)             UNIX Printer         local
+   eth0 IPv6 Brother DCP-7065DN [001ba9a52f68]             UNIX Printer         local
+   eth0 IPv6 HP LaserJet pro M1536dnf MFP (CE538A)         UNIX Printer         local
+   eth0 IPv6 HP LaserJet M1536dnf MFP (F349E0)             UNIX Printer         local
+   eth0 IPv4 Canon MB5000 series                           UNIX Printer         local
+   eth0 IPv4 Brother DCP-7065DN                            UNIX Printer         local
+   eth0 IPv4 HP LaserJet M1536dnf MFP (6DB38D)             UNIX Printer         local
+   eth0 IPv4 HP LaserJet pro M1536dnf MFP (CE538A)         UNIX Printer         local
+   eth0 IPv4 HP LaserJet M1536dnf MFP (F349E0)             UNIX Printer         local
+   eth0 IPv4 Brother DCP-7065DN [001ba9a52f68]             UNIX Printer         local
+   eth0 IPv6 Ayush___s MacBook Pro                         SFTP File Transfer   local
+   eth0 IPv4 Ayush___s MacBook Pro                         SFTP File Transfer   local
+   eth0 IPv4 Devang___s MacBook Pro                        SFTP File Transfer   local
+   eth0 IPv6 Ayush___s MacBook Pro                         SSH Remote Terminal  local
+   eth0 IPv6 Devang___s MacBook Pro                        SSH Remote Terminal  local
+   eth0 IPv4 Ayush___s MacBook Pro                         SSH Remote Terminal  local
+   eth0 IPv4 liquid                                        SSH Remote Terminal  local
+   eth0 IPv4 phoenix                                       SSH Remote Terminal  local
+   eth0 IPv4 Devang___s MacBook Pro                        SSH Remote Terminal  local
+   eth0 IPv6 webdav_8E0F134B10DB6B29_6B164F1013000000      _bp2p._tcp           local
+   eth0 IPv6 Invoke_6FA7DBB4AC22564D_98D37DDAD5261454      _bp2p._tcp           local
+   eth0 IPv6 Friendly_514C94DBBCA1D57D_D605E784B2D3EDA3    _bp2p._tcp           local
+   eth0 IPv4 webdav_8E0F134B10DB6B29_6B164F1013000000      _bp2p._tcp           local
+   eth0 IPv4 Invoke_6FA7DBB4AC22564D_98D37DDAD5261454      _bp2p._tcp           local
+   eth0 IPv4 Friendly_514C94DBBCA1D57D_D605E784B2D3EDA3    _bp2p._tcp           local
+   eth0 IPv6 0E326A1D8E4E668EBA250D238379A9                _tunnel._tcp         local
+   eth0 IPv4 0E326A1D8E4E668EBA250D238379A9                _tunnel._tcp         local
+   eth0 IPv6 shubash-PC                                    _ni-logos._tcp       local
+   eth0 IPv6 gaurav_pc                                     _ni-logos._tcp       local
+   eth0 IPv4 yogeshjain-PC                                 _ni-logos._tcp       local
+   eth0 IPv4 shubash-PC                                    _ni-logos._tcp       local
+   eth0 IPv4 Dell                                          _ni-logos._tcp       local
+   eth0 IPv4 DESKTOP-G9VEA69                               _ni-logos._tcp       local
+   eth0 IPv4 Salam                                         _ni-logos._tcp       local
+   eth0 IPv4 Juhi-PC                                       _ni-logos._tcp       local
+   eth0 IPv4 patel_PC                                      _ni-logos._tcp       local
+   eth0 IPv4 hp                                            _ni-logos._tcp       local
+   eth0 IPv4 Tushaar                                       _ni-logos._tcp       local
+   eth0 IPv4 DESKTOP-G6ICUIS                               _ni-logos._tcp       local
+   eth0 IPv4 AAMIR                                         _ni-logos._tcp       local
+   eth0 IPv6 HP Officejet Pro 6830 [9C16D5]                Internet Printer     local
+   eth0 IPv6 HP LaserJet M1536dnf MFP (6DB38D)             Internet Printer     local
+   eth0 IPv6 HP LaserJet M1536dnf MFP (F349E0)             Internet Printer     local
+   eth0 IPv6 HP LaserJet pro M1536dnf MFP (CE538A)         Internet Printer     local
+   eth0 IPv6 Brother DCP-7065DN [001ba9a52f68]             Internet Printer     local
+   eth0 IPv6 HP Fax 2 @ hvarma                             Internet Printer     local
+   eth0 IPv4 Canon MB5000 series                           Internet Printer     local
+   eth0 IPv4 Brother DCP-7065DN                            Internet Printer     local
+   eth0 IPv4 HP Officejet Pro 6830 [9C16D5]                Internet Printer     local
+   eth0 IPv4 HP LaserJet M1536dnf MFP (6DB38D)             Internet Printer     local
+   eth0 IPv4 HP LaserJet pro M1536dnf MFP (CE538A)         Internet Printer     local
+   eth0 IPv4 Brother DCP-7065DN [001ba9a52f68]             Internet Printer     local
+   eth0 IPv4 HP Fax 2 @ hvarma                             Internet Printer     local
+   eth0 IPv4 HP LaserJet M1536dnf MFP (F349E0)             Internet Printer     local
+   eth0 IPv6 utkarsh                                       Remote Disk Management local
+   eth0 IPv6 sj                                            Remote Disk Management local
+   eth0 IPv6 dell-Inspiron-3543                            Remote Disk Management local
+   eth0 IPv6 head-laptop                                   Remote Disk Management local
+   eth0 IPv6 sudhir                                        Remote Disk Management local
+   eth0 IPv6 gat-Precision-T7600                           Remote Disk Management local
+   eth0 IPv6 kiriti-Inspiron-5520                          Remote Disk Management local
+   eth0 IPv6 IITMandi                                      Remote Disk Management local
+   eth0 IPv6 LIBRARY01                                     Remote Disk Management local
+   eth0 IPv6 IITVandeMatram                                Remote Disk Management local
+   eth0 IPv6 insite                                        Remote Disk Management local
+   eth0 IPv6 subashish                                     Remote Disk Management local
+   eth0 IPv6 network                                       Remote Disk Management local
+   eth0 IPv6 tulika-OptiPlex-9010                          Remote Disk Management local
+   eth0 IPv6 hvarma                                        Remote Disk Management local
+   eth0 IPv6 sriramk-OptiPlex-9020                         Remote Disk Management local
+   eth0 IPv6 kartik                                        Remote Disk Management local
+   eth0 IPv6 Research                                      Remote Disk Management local
+   eth0 IPv6 jiten-2                                       Remote Disk Management local
+   eth0 IPv6 aghori                                        Remote Disk Management local
+   eth0 IPv6 lanka                                         Remote Disk Management local
+   eth0 IPv6 dell-Inspiron-660s                            Remote Disk Management local
+   eth0 IPv6 berlin                                        Remote Disk Management local
+   eth0 IPv6 rudraa                                        Remote Disk Management local
+   eth0 IPv6 mk-desktop                                    Remote Disk Management local
+   eth0 IPv6 pathak-HP-Z600-Workstation                    Remote Disk Management local
+   eth0 IPv6 rudra                                         Remote Disk Management local
+   eth0 IPv6 rudra-2                                       Remote Disk Management local
+   eth0 IPv6 anjana-desktop                                Remote Disk Management local
+   eth0 IPv6 linux-2                                       Remote Disk Management local
+   eth0 IPv6 Nucleation                                    Remote Disk Management local
+   eth0 IPv6 pclab-61                                      Remote Disk Management local
+   eth0 IPv6 faculty                                       Remote Disk Management local
+   eth0 IPv6 jyoti                                         Remote Disk Management local
+   eth0 IPv4 utkarsh                                       Remote Disk Management local
+   eth0 IPv4 dell-Inspiron-3543                            Remote Disk Management local
+   eth0 IPv4 sj                                            Remote Disk Management local
+   eth0 IPv4 IITVandeMatram                                Remote Disk Management local
+   eth0 IPv4 aghori                                        Remote Disk Management local
+   eth0 IPv4 sudhir                                        Remote Disk Management local
+   eth0 IPv4 kiriti-Inspiron-5520                          Remote Disk Management local
+   eth0 IPv4 gat-Precision-T7600                           Remote Disk Management local
+   eth0 IPv4 IITMandi                                      Remote Disk Management local
+   eth0 IPv4 LIBRARY01                                     Remote Disk Management local
+   eth0 IPv4 subashish                                     Remote Disk Management local
+   eth0 IPv4 network                                       Remote Disk Management local
+   eth0 IPv4 tulika-OptiPlex-9010                          Remote Disk Management local
+   eth0 IPv4 hvarma                                        Remote Disk Management local
+   eth0 IPv4 kartik                                        Remote Disk Management local
+   eth0 IPv4 sriramk-OptiPlex-9020                         Remote Disk Management local
+   eth0 IPv4 Research                                      Remote Disk Management local
+   eth0 IPv4 jiten-2                                       Remote Disk Management local
+   eth0 IPv4 dell-Inspiron-660s                            Remote Disk Management local
+   eth0 IPv4 rudraa                                        Remote Disk Management local
+   eth0 IPv4 lanka                                         Remote Disk Management local
+   eth0 IPv4 berlin                                        Remote Disk Management local
+   eth0 IPv4 mk-desktop                                    Remote Disk Management local
+   eth0 IPv4 pathak-HP-Z600-Workstation                    Remote Disk Management local
+   eth0 IPv4 rudra-2                                       Remote Disk Management local
+   eth0 IPv4 rudra                                         Remote Disk Management local
+   eth0 IPv4 anjana-desktop                                Remote Disk Management local
+   eth0 IPv4 linux-2                                       Remote Disk Management local
+   eth0 IPv4 Nucleation                                    Remote Disk Management local
+   eth0 IPv4 pclab-61                                      Remote Disk Management local
+   eth0 IPv4 head-laptop                                   Remote Disk Management local
+   eth0 IPv4 sunil-VPCEH35EN                               Remote Disk Management local
+   eth0 IPv4 jyoti                                         Remote Disk Management local
+   eth0 IPv6 siddhu___s MacBook Air                        _HippoRemote._tcp    local
+   eth0 IPv4 siddhu___s MacBook Air                        _HippoRemote._tcp    local
+   eth0 IPv6 prashant___s MacBook Air                      _odproxy._tcp        local
+   eth0 IPv4 prashant___s MacBook Air                      _odproxy._tcp        local
+   eth0 IPv6 HP LaserJet M1536dnf MFP (6DB38D)             Web Site             local
+   eth0 IPv6 HP LaserJet pro M1536dnf MFP (CE538A)         Web Site             local
+   eth0 IPv6 HP LaserJet M1536dnf MFP (F349E0)             Web Site             local
+   eth0 IPv6 SHUBASH-PC Web-based Configuration            Web Site             local
+   eth0 IPv6 Agilent PCSERNO Unknown Instrument - SJ27987929 (2) Web Site             local
+   eth0 IPv6 HP Officejet Pro 6830 [9C16D5]                Web Site             local
+   eth0 IPv6 LigoDLB 5-20 (10.8.2.200, 00:19:3B:08:EA:CC)  Web Site             local
+   eth0 IPv6 Brother DCP-7065DN [001ba9a52f68]             Web Site             local
+   eth0 IPv6 pavanteja's remote desktop on pavanteja-Inspiron-5520 Web Site             local
+   eth0 IPv6 D-Link DIR-636L Configuration Utility (2)     Web Site             local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483288799            Web Site             local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483289399            Web Site             local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483289255            Web Site             local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483288620            Web Site             local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483289301            Web Site             local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483292055            Web Site             local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483289408            Web Site             local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483289317            Web Site             local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483288863            Web Site             local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483288822            Web Site             local
+   eth0 IPv6 HIKVISION DS-2CD2010F-I - 526524352           Web Site             local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483289348            Web Site             local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483288591            Web Site             local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483289352            Web Site             local
+   eth0 IPv6 HIKVISION DS-2CD2110F-I - 507655232           Web Site             local
+   eth0 IPv6 LigoDLB 5-20 (10.8.2.201, 00:19:3B:08:EA:DA)  Web Site             local
+   eth0 IPv6 D-Link SharePort Web Access                   Web Site             local
+   eth0 IPv6 D-Link DIR-636L Configuration Utility         Web Site             local
+   eth0 IPv4 JUHI-PC Web-based Configuration               Web Site             local
+   eth0 IPv4 Canon MB5000 series                           Web Site             local
+   eth0 IPv4 switchca981a                                  Web Site             local
+   eth0 IPv4 switchcaa2c0                                  Web Site             local
+   eth0 IPv4 switchcab1d1                                  Web Site             local
+   eth0 IPv4 switchcabb38                                  Web Site             local
+   eth0 IPv4 switchca9423                                  Web Site             local
+   eth0 IPv4 switchca9a41                                  Web Site             local
+   eth0 IPv4 switchca916b                                  Web Site             local
+   eth0 IPv4 switchbe78f3                                  Web Site             local
+   eth0 IPv4 switchcaae14                                  Web Site             local
+   eth0 IPv4 switchcaac9b                                  Web Site             local
+   eth0 IPv4 YOGESHJAIN-PC Web-based Configuration         Web Site             local
+   eth0 IPv4 LigoDLB 5-20 (10.8.2.201, 00:19:3B:08:EA:DA)  Web Site             local
+   eth0 IPv4 SHUBASH-PC Web-based Configuration            Web Site             local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483292055            Web Site             local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483288799            Web Site             local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483288591            Web Site             local
+   eth0 IPv4 RAM_IITM Web-based Configuration              Web Site             local
+   eth0 IPv4 Agilent PCSERNO Unknown Instrument - SJ27987929 (2) Web Site             local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483289348            Web Site             local
+   eth0 IPv4 HIKVISION DS-2CD2010F-I - 526524352           Web Site             local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483288620            Web Site             local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483289399            Web Site             local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483289352            Web Site             local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483289301            Web Site             local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483288822            Web Site             local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483289317            Web Site             local
+   eth0 IPv4 SALAM Web-based Configuration                 Web Site             local
+   eth0 IPv4 PATEL_PC Web-based Configuration              Web Site             local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483288863            Web Site             local
+   eth0 IPv4 pavanteja's remote desktop on pavanteja-Inspiron-5520 Web Site             local
+   eth0 IPv4 Brother DCP-7065DN                            Web Site             local
+   eth0 IPv4 HP Officejet Pro 6830 [9C16D5]                Web Site             local
+   eth0 IPv4 HP LaserJet M1536dnf MFP (6DB38D)             Web Site             local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483289255            Web Site             local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483289408            Web Site             local
+   eth0 IPv4 HP Web-based Configuration                    Web Site             local
+   eth0 IPv4 LigoDLB 5-20 (10.8.2.200, 00:19:3B:08:EA:CC)  Web Site             local
+   eth0 IPv4 TUSHAAR Web-based Configuration               Web Site             local
+   eth0 IPv4 Brother DCP-7065DN [001ba9a52f68]             Web Site             local
+   eth0 IPv4 DESKTOP-G6ICUIS Web-based Configuration       Web Site             local
+   eth0 IPv4 D-Link DIR-636L Configuration Utility (2)     Web Site             local
+   eth0 IPv4 HP LaserJet pro M1536dnf MFP (CE538A)         Web Site             local
+   eth0 IPv4 HP LaserJet M1536dnf MFP (F349E0)             Web Site             local
+   eth0 IPv4 HIKVISION DS-2CD2110F-I - 507655232           Web Site             local
+   eth0 IPv4 D-Link SharePort Web Access                   Web Site             local
+   eth0 IPv4 D-Link DIR-636L Configuration Utility         Web Site             local
+   eth0 IPv6 HP                                            _nvstream._tcp       local
+   eth0 IPv4 DESKTOP-EMBKPII                               _nvstream._tcp       local
+   eth0 IPv4 WINCTRL-V9J3KST                               _nvstream._tcp       local
+   eth0 IPv4 DELL (2)                                      _nvstream._tcp       local
+   eth0 IPv4 RAHUL                                         _nvstream._tcp       local
+   eth0 IPv4 DESKTOP-Q771UKJ                               _nvstream._tcp       local
+   eth0 IPv4 HP (4)                                        _nvstream._tcp       local
+   eth0 IPv4 HP (2)                                        _nvstream._tcp       local
+   eth0 IPv4 HARSHA                                        _nvstream._tcp       local
+   eth0 IPv4 UTKRISHT-PC                                   _nvstream._tcp       local
+   eth0 IPv4 AKSHAY-PC                                     _nvstream._tcp       local
+   eth0 IPv4 INTEX-PC                                      _nvstream._tcp       local
+   eth0 IPv4 HEISENBURG                                    _nvstream._tcp       local
+   eth0 IPv4 MYMACHINE                                     _nvstream._tcp       local
+   eth0 IPv4 DESKTOP-SQ7QNCL                               _nvstream._tcp       local
+   eth0 IPv4 DESKTOP-O6NS027                               _nvstream._tcp       local
+   eth0 IPv4 HP                                            _nvstream._tcp       local
+   eth0 IPv4 PRADEEPKUMAR                                  _nvstream._tcp       local
+   eth0 IPv4 RAJANISH                                      _nvstream._tcp       local
+   eth0 IPv4 DESKTOP-12VCRUC                               _nvstream._tcp       local
+   eth0 IPv4 HP (3)                                        _nvstream._tcp       local
+   eth0 IPv4 DESKTOP-CTF8LEK                               _nvstream._tcp       local
+   eth0 IPv4 SS                                            _nvstream._tcp       local
+   eth0 IPv4 LAPPITOPPIPARIN                               _nvstream._tcp       local
+   eth0 IPv4 WELCOME                                       _nvstream._tcp       local
+   eth0 IPv4 NEHA                                          _nvstream._tcp       local
+   eth0 IPv4 SONITH                                        _nvstream._tcp       local
+   eth0 IPv4 WORKING                                       _nvstream._tcp       local
+   eth0 IPv4 ASHU                                          _nvstream._tcp       local
+   eth0 IPv4 MSI                                           _nvstream._tcp       local
+   eth0 IPv4 SAHIL-PC                                      _nvstream._tcp       local
+   eth0 IPv4 ADMIN                                         _nvstream._tcp       local
+   eth0 IPv4 PARTIK                                        _nvstream._tcp       local
+   eth0 IPv4 DELL (3)                                      _nvstream._tcp       local
+   eth0 IPv6 ac:cf:5c:51:a1:6d@fe80::aecf:5cff:fe51:a16d   _apple-mobdev2._tcp  local
+   eth0 IPv6 d0:03:4b:be:de:34@fe80::d203:4bff:febe:de34   _apple-mobdev2._tcp  local
+   eth0 IPv6 b8:09:8a:6b:37:b0@fe80::ba09:8aff:fe6b:37b0   _apple-mobdev2._tcp  local
+   eth0 IPv4 ac:cf:5c:51:a1:6d@fe80::aecf:5cff:fe51:a16d   _apple-mobdev2._tcp  local
+   eth0 IPv4 d0:03:4b:be:de:34@fe80::d203:4bff:febe:de34   _apple-mobdev2._tcp  local
+   eth0 IPv4 b8:09:8a:6b:37:b0@fe80::ba09:8aff:fe6b:37b0   _apple-mobdev2._tcp  local
+   eth0 IPv6 Ayush___s MacBook Pro                         Apple File Sharing   local
+   eth0 IPv6 deveshi MacBook Air                           Apple File Sharing   local
+   eth0 IPv6 Deepak___s MacBook Air                        Apple File Sharing   local
+   eth0 IPv6 Umang___s MacBook Pro                         Apple File Sharing   local
+   eth0 IPv6 Nitin___s MacBook Air                         Apple File Sharing   local
+   eth0 IPv4 Ayush___s MacBook Pro                         Apple File Sharing   local
+   eth0 IPv4 Deepak___s MacBook Air                        Apple File Sharing   local
+   eth0 IPv4 Umang___s MacBook Pro                         Apple File Sharing   local
+   eth0 IPv4 Nitin___s MacBook Air                         Apple File Sharing   local
+   eth0 IPv4 Abhishek___s MacBook Pro                      Apple File Sharing   local
+   eth0 IPv6 Deepak___s MacBook Air                        VNC Remote Access    local
+   eth0 IPv6 siddhu___s MacBook Air                        VNC Remote Access    local
+   eth0 IPv6 Nitin___s MacBook Air                         VNC Remote Access    local
+   eth0 IPv6 pavanteja's remote desktop on pavanteja-Inspiron-5520 VNC Remote Access    local
+   eth0 IPv4 Deepak___s MacBook Air                        VNC Remote Access    local
+   eth0 IPv4 siddhu___s MacBook Air                        VNC Remote Access    local
+   eth0 IPv4 pavanteja's remote desktop on pavanteja-Inspiron-5520 VNC Remote Access    local
+   eth0 IPv4 Nitin___s MacBook Air                         VNC Remote Access    local
+   eth0 IPv6 Ayush___s MacBook Pro                         Microsoft Windows Network local
+   eth0 IPv6 deveshi MacBook Air                           Microsoft Windows Network local
+   eth0 IPv6 Deepak___s MacBook Air                        Microsoft Windows Network local
+   eth0 IPv6 Umang___s MacBook Pro                         Microsoft Windows Network local
+   eth0 IPv6 Nitin___s MacBook Air                         Microsoft Windows Network local
+   eth0 IPv4 Ayush___s MacBook Pro                         Microsoft Windows Network local
+   eth0 IPv4 Deepak___s MacBook Air                        Microsoft Windows Network local
+   eth0 IPv4 Umang___s MacBook Pro                         Microsoft Windows Network local
+   eth0 IPv4 Nitin___s MacBook Air                         Microsoft Windows Network local
+   eth0 IPv4 Abhishek___s MacBook Pro                      Microsoft Windows Network local
+   eth0 IPv4 Canon MB5000 series                           _canon-bjnp1._tcp    local
+   eth0 IPv4 shivam                                        _impressremote._tcp  local
+   eth0 IPv4 ram_iitm                                      _ni-sysapi._tcp      local
