+ virbr0 IPv4 me [ea:b0:af:b4:48:35]                        Workstation          local
+  wlan0 IPv4 HP LaserJet M1536dnf MFP (6DB38D)             PDL Printer          local
+  wlan0 IPv4 HP LaserJet M1536dnf MFP (6DB38D)             UNIX Printer         local
+  wlan0 IPv4 duggal [84:a6:c8:29:e2:5d]                    Workstation          local
+  wlan0 IPv4 mandeep-PC                                    _ni-logos._tcp       local
+  wlan0 IPv4 DESKTOP-G9VEA69                               _ni-logos._tcp       local
+  wlan0 IPv4 patel_PC                                      _ni-logos._tcp       local
+  wlan0 IPv4 nasir-HP-15-Notebook-PC [ec:0e:c4:60:4e:99]   Workstation          local
+  wlan0 IPv4 shubash-PC                                    _ni-logos._tcp       local
+  wlan0 IPv6 Agilent PCSERNO Unknown Instrument - SJ27987929 (2) Web Site             local
+  wlan0 IPv4 Brother DCP-7065DN                            PDL Printer          local
+  wlan0 IPv4 Brother DCP-7065DN                            UNIX Printer         local
+  wlan0 IPv4 AMITPC [90:a4:de:75:a9:4b]                    Workstation          local
+  wlan0 IPv6 jyoti                                         Remote Disk Management local
+  wlan0 IPv4 jyoti                                         Remote Disk Management local
+  wlan0 IPv4 ram_iitm                                      _ni-sysapi._tcp      local
+  wlan0 IPv6 Brother DCP-7065DN [001ba9a52f68]             PDL Printer          local
+  wlan0 IPv6 Brother DCP-7065DN [001ba9a52f68]             UNIX Printer         local
+  wlan0 IPv6 Brother DCP-7065DN [001ba9a52f68]             Web Site             local
+  wlan0 IPv4 Brother DCP-7065DN [001ba9a52f68]             PDL Printer          local
+  wlan0 IPv4 Brother DCP-7065DN [001ba9a52f68]             UNIX Printer         local
+  wlan0 IPv4 Brother DCP-7065DN [001ba9a52f68]             Web Site             local
+  wlan0 IPv4 771521999                                     _teamviewer._tcp     local
+  wlan0 IPv6 D-Link HNAP Service                           _dhnap._tcp          local
+  wlan0 IPv4 D-Link HNAP Service                           _dhnap._tcp          local
+  wlan0 IPv4 391349228                                     _teamviewer._tcp     local
+  wlan0 IPv4 210145832                                     _teamviewer._tcp     local
+  wlan0 IPv4 DELL (3)                                      _nvstream._tcp       local
+  wlan0 IPv4 119050516                                     _teamviewer._tcp     local
+  wlan0 IPv6 pavanteja's remote desktop on pavanteja-Inspiron-5520 VNC Remote Access    local
+  wlan0 IPv6 HP LaserJet M1536dnf MFP (F349E0)             _http-alt._tcp       local
+  wlan0 IPv6 HP LaserJet M1536dnf MFP (F349E0)             _print-caps._tcp     local
+  wlan0 IPv6 HP LaserJet M1536dnf MFP (F349E0)             _scanner._tcp        local
+  wlan0 IPv6 HP LaserJet pro M1536dnf MFP (CE538A)         _http-alt._tcp       local
+  wlan0 IPv6 HP LaserJet pro M1536dnf MFP (CE538A)         _print-caps._tcp     local
+  wlan0 IPv6 HP LaserJet pro M1536dnf MFP (CE538A)         _scanner._tcp        local
+  wlan0 IPv6 HP LaserJet M1536dnf MFP (6DB38D)             _http-alt._tcp       local
+  wlan0 IPv6 HP LaserJet M1536dnf MFP (6DB38D)             _print-caps._tcp     local
+  wlan0 IPv6 HP LaserJet M1536dnf MFP (6DB38D)             _scanner._tcp        local
+  wlan0 IPv4 SAHIL-PC                                      _nvstream._tcp       local
+  wlan0 IPv4 721997251                                     _teamviewer._tcp     local
+  wlan0 IPv4 MYMACHINE                                     _nvstream._tcp       local
+  wlan0 IPv4 962653954                                     _teamviewer._tcp     local
+  wlan0 IPv4 D-Link HNAP Service (2)                       _dhnap._tcp          local
+  wlan0 IPv4 HP LaserJet M1536dnf MFP (F349E0)             _http-alt._tcp       local
+  wlan0 IPv4 HP LaserJet M1536dnf MFP (F349E0)             _print-caps._tcp     local
+  wlan0 IPv4 HP LaserJet M1536dnf MFP (F349E0)             _scanner._tcp        local
+  wlan0 IPv4 HP LaserJet pro M1536dnf MFP (CE538A)         _http-alt._tcp       local
+  wlan0 IPv4 HP LaserJet pro M1536dnf MFP (CE538A)         _print-caps._tcp     local
+  wlan0 IPv4 HP LaserJet pro M1536dnf MFP (CE538A)         _scanner._tcp        local
+  wlan0 IPv4 507013310                                     _teamviewer._tcp     local
+  wlan0 IPv4 pavanteja's remote desktop on pavanteja-Inspiron-5520 VNC Remote Access    local
+  wlan0 IPv4 122714168                                     _teamviewer._tcp     local
+  wlan0 IPv4 HP LaserJet M1536dnf MFP (6DB38D)             _http-alt._tcp       local
+  wlan0 IPv4 HP LaserJet M1536dnf MFP (6DB38D)             _print-caps._tcp     local
+  wlan0 IPv4 HP LaserJet M1536dnf MFP (6DB38D)             _scanner._tcp        local
+  wlan0 IPv4 liquid                                        SSH Remote Terminal  local
+  wlan0 IPv4 WELCOME                                       _nvstream._tcp       local
+  wlan0 IPv4 635007318                                     _teamviewer._tcp     local
+  wlan0 IPv4 MSI                                           _nvstream._tcp       local
+  wlan0 IPv4 PARTIK                                        _nvstream._tcp       local
+  wlan0 IPv4 DESKTOP-12VCRUC                               _nvstream._tcp       local
+  wlan0 IPv4 HARSHA                                        _nvstream._tcp       local
+  wlan0 IPv4 HP (3)                                        _nvstream._tcp       local
+  wlan0 IPv4 AKSHAY-PC                                     _nvstream._tcp       local
+  wlan0 IPv4 ASHU                                          _nvstream._tcp       local
+  wlan0 IPv4 PRADEEPKUMAR                                  _nvstream._tcp       local
+  wlan0 IPv4 HEISENBURG                                    _nvstream._tcp       local
+  wlan0 IPv4 DESKTOP-SQ7QNCL                               _nvstream._tcp       local
+  wlan0 IPv4 281780006                                     _teamviewer._tcp     local
+  wlan0 IPv4 somnath-PC                                    _ni-logos._tcp       local
+  wlan0 IPv6 ac:cf:5c:51:a1:6d@fe80::aecf:5cff:fe51:a16d   _apple-mobdev2._tcp  local
+  wlan0 IPv4 ac:cf:5c:51:a1:6d@fe80::aecf:5cff:fe51:a16d   _apple-mobdev2._tcp  local
+  wlan0 IPv6 328326628                                     _teamviewer._tcp     local
+  wlan0 IPv4 HP                                            _nvstream._tcp       local
+  wlan0 IPv4 Abhishek___s MacBook Pro                      Microsoft Windows Network local
+  wlan0 IPv4 Abhishek___s MacBook Pro                      Apple File Sharing   local
+  wlan0 IPv4 ADMIN                                         _nvstream._tcp       local
+  wlan0 IPv4 Devang___s MacBook Pro                        SSH Remote Terminal  local
+  wlan0 IPv4 Devang___s MacBook Pro                        SFTP File Transfer   local
+  wlan0 IPv4 SS                                            _nvstream._tcp       local
+  wlan0 IPv4 Nitin___s MacBook Air                         Microsoft Windows Network local
+  wlan0 IPv4 Nitin___s MacBook Air                         VNC Remote Access    local
+  wlan0 IPv4 Nitin___s MacBook Air                         Apple File Sharing   local
+  wlan0 IPv6 Nitin___s MacBook Air                         Microsoft Windows Network local
+  wlan0 IPv6 Nitin___s MacBook Air                         VNC Remote Access    local
+  wlan0 IPv6 Nitin___s MacBook Air                         Apple File Sharing   local
+  wlan0 IPv4 Deepak___s MacBook Air                        Microsoft Windows Network local
+  wlan0 IPv4 Deepak___s MacBook Air                        VNC Remote Access    local
+  wlan0 IPv4 Deepak___s MacBook Air                        Apple File Sharing   local
+  wlan0 IPv6 Deepak___s MacBook Air                        Microsoft Windows Network local
+  wlan0 IPv6 Deepak___s MacBook Air                        VNC Remote Access    local
+  wlan0 IPv6 Deepak___s MacBook Air                        Apple File Sharing   local
+  wlan0 IPv4 SONITH                                        _nvstream._tcp       local
+  wlan0 IPv4 siddhu___s MacBook Air                        VNC Remote Access    local
+  wlan0 IPv4 siddhu___s MacBook Air                        _HippoRemote._tcp    local
+  wlan0 IPv6 siddhu___s MacBook Air                        VNC Remote Access    local
+  wlan0 IPv6 siddhu___s MacBook Air                        _HippoRemote._tcp    local
+  wlan0 IPv4 329751602                                     _teamviewer._tcp     local
+  wlan0 IPv4 Umang___s MacBook Pro                         Microsoft Windows Network local
+  wlan0 IPv4 Umang___s MacBook Pro                         Apple File Sharing   local
+  wlan0 IPv6 Umang___s MacBook Pro                         Microsoft Windows Network local
+  wlan0 IPv6 Umang___s MacBook Pro                         Apple File Sharing   local
+  wlan0 IPv6 prashant___s MacBook Air                      _odproxy._tcp        local
+  wlan0 IPv4 prashant___s MacBook Air                      _odproxy._tcp        local
+  wlan0 IPv6 Aysar___s MacBook Pro                         _atc._tcp            local
+  wlan0 IPv4 Aysar___s MacBook Pro                         _atc._tcp            local
+  wlan0 IPv4 pratap-HP-ENVY-15-Notebook-PC [30:3a:64:80:de:c3] Workstation          local
+  wlan0 IPv4 IITMandi                                      Remote Disk Management local
+  wlan0 IPv4 rudra-2                                       Remote Disk Management local
+  wlan0 IPv4 Canon MB5000 series                           UNIX Printer         local
